Measure,RowIndex,X,Y,Height,Width,Image
517,5,295,699,64,133,Wagner_WWV086A_020.png
518,5,429,699,64,127,Wagner_WWV086A_020.png
519,0,49,83,76,150,Wagner_WWV086A_021.png
520,0,200,83,76,117,Wagner_WWV086A_021.png
521,0,318,83,76,129,Wagner_WWV086A_021.png
522,0,448,83,76,114,Wagner_WWV086A_021.png
523,1,47,210,66,146,Wagner_WWV086A_021.png
524,1,195,210,66,118,Wagner_WWV086A_021.png
525,1,314,210,66,128,Wagner_WWV086A_021.png
526,1,443,210,66,120,Wagner_WWV086A_021.png
527,2,46,338,65,137,Wagner_WWV086A_021.png
528,2,184,338,65,191,Wagner_WWV086A_021.png
529,2,377,338,65,185,Wagner_WWV086A_021.png
530,3,45,446,72,169,Wagner_WWV086A_021.png
531,3,215,446,72,146,Wagner_WWV086A_021.png
532,3,362,446,72,200,Wagner_WWV086A_021.png
533,4,44,575,71,206,Wagner_WWV086A_021.png
534,4,251,575,71,144,Wagner_WWV086A_021.png
535,4,396,575,71,150,Wagner_WWV086A_021.png
536,5,43,698,62,195,Wagner_WWV086A_021.png
537,5,238,698,62,163,Wagner_WWV086A_021.png
538,5,402,698,62,156,Wagner_WWV086A_021.png
539,0,56,104,65,170,Wagner_WWV086A_022.png
540,0,227,104,65,152,Wagner_WWV086A_022.png
541,0,380,104,65,163,Wagner_WWV086A_022.png
542,1,56,213,67,128,Wagner_WWV086A_022.png
543,1,185,213,67,112,Wagner_WWV086A_022.png
544,1,298,213,67,111,Wagner_WWV086A_022.png
545,1,410,213,67,134,Wagner_WWV086A_022.png
546,2,55,328,64,102,Wagner_WWV086A_022.png
547,2,157,328,64,83,Wagner_WWV086A_022.png
548,2,242,328,64,148,Wagner_WWV086A_022.png
549,2,393,328,64,150,Wagner_WWV086A_022.png
550,3,54,441,62,109,Wagner_WWV086A_022.png
551,3,163,441,62,123,Wagner_WWV086A_022.png
552,3,288,441,62,122,Wagner_WWV086A_022.png
553,3,411,441,62,131,Wagner_WWV086A_022.png
554,4,53,557,67,142,Wagner_WWV086A_022.png
555,4,196,557,67,163,Wagner_WWV086A_022.png
556,4,360,557,67,181,Wagner_WWV086A_022.png
557,5,53,679,62,173,Wagner_WWV086A_022.png
558,5,226,680,62,101,Wagner_WWV086A_022.png
559,5,329,680,62,103,Wagner_WWV086A_022.png
560,5,433,680,62,106,Wagner_WWV086A_022.png
561,0,49,96,74,190,Wagner_WWV086A_023.png
562,0,240,96,74,159,Wagner_WWV086A_023.png
563,0,400,96,74,163,Wagner_WWV086A_023.png
564,1,47,209,74,187,Wagner_WWV086A_023.png
565,1,236,209,74,167,Wagner_WWV086A_023.png
566,1,404,209,74,160,Wagner_WWV086A_023.png
567,2,47,330,74,195,Wagner_WWV086A_023.png
568,2,243,330,74,166,Wagner_WWV086A_023.png
569,2,410,330,74,153,Wagner_WWV086A_023.png
570,3,46,450,78,176,Wagner_WWV086A_023.png
571,3,223,450,78,160,Wagner_WWV086A_023.png
572,3,383,450,78,179,Wagner_WWV086A_023.png
573,4,45,573,70,188,Wagner_WWV086A_023.png
574,4,234,573,70,162,Wagner_WWV086A_023.png
575,4,397,573,70,165,Wagner_WWV086A_023.png
576,5,45,692,68,179,Wagner_WWV086A_023.png
577,5,225,692,68,160,Wagner_WWV086A_023.png
578,5,386,692,68,174,Wagner_WWV086A_023.png
579,0,40,84,72,182,Wagner_WWV086A_024.png
580,0,224,84,72,160,Wagner_WWV086A_024.png
581,0,385,84,72,163,Wagner_WWV086A_024.png
582,1,42,198,72,183,Wagner_WWV086A_024.png
583,1,226,198,72,156,Wagner_WWV086A_024.png
584,1,383,198,72,166,Wagner_WWV086A_024.png
585,2,43,315,79,160,Wagner_WWV086A_024.png
586,2,204,315,79,140,Wagner_WWV086A_024.png
587,2,345,315,79,106,Wagner_WWV086A_024.png
588,2,452,315,79,97,Wagner_WWV086A_024.png
589,3,43,437,60,135,Wagner_WWV086A_024.png
590,3,179,437,60,184,Wagner_WWV086A_024.png
591,3,364,437,60,187,Wagner_WWV086A_024.png
592,4,44,557,65,181,Wagner_WWV086A_024.png
593,4,226,557,65,120,Wagner_WWV086A_024.png
594,4,348,557,65,92,Wagner_WWV086A_024.png
595,4,441,557,65,110,Wagner_WWV086A_024.png
596,5,45,677,70,135,Wagner_WWV086A_024.png
597,5,181,677,70,132,Wagner_WWV086A_024.png
598,5,314,677,70,140,Wagner_WWV086A_024.png
599,5,455,677,70,95,Wagner_WWV086A_024.png
600,0,52,100,65,132,Wagner_WWV086A_025.png
601,0,185,100,65,133,Wagner_WWV086A_025.png
602,0,319,100,65,117,Wagner_WWV086A_025.png
603,0,437,100,65,113,Wagner_WWV086A_025.png
604,1,52,214,65,123,Wagner_WWV086A_025.png
605,1,176,214,65,122,Wagner_WWV086A_025.png
606,1,299,214,65,81,Wagner_WWV086A_025.png
607,1,382,214,65,87,Wagner_WWV086A_025.png
608,1,470,214,65,80,Wagner_WWV086A_025.png
609,2,52,330,65,120,Wagner_WWV086A_025.png
610,2,174,330,65,109,Wagner_WWV086A_025.png
611,2,284,330,65,163,Wagner_WWV086A_025.png
612,2,448,330,65,102,Wagner_WWV086A_025.png
613,3,51,445,69,152,Wagner_WWV086A_025.png
614,3,204,445,69,112,Wagner_WWV086A_025.png
615,3,317,445,69,109,Wagner_WWV086A_025.png
616,3,427,445,69,111,Wagner_WWV086A_025.png
617,4,51,565,61,158,Wagner_WWV086A_025.png
618,4,210,565,61,103,Wagner_WWV086A_025.png
619,4,314,565,61,130,Wagner_WWV086A_025.png
620,4,445,565,61,105,Wagner_WWV086A_025.png
621,5,51,684,60,122,Wagner_WWV086A_025.png
622,5,174,684,60,116,Wagner_WWV086A_025.png
623,5,291,684,60,120,Wagner_WWV086A_025.png
624,5,412,684,60,138,Wagner_WWV086A_025.png
625,0,56,107,56,150,Wagner_WWV086A_026.png
626,0,207,107,56,134,Wagner_WWV086A_026.png
627,0,342,107,56,99,Wagner_WWV086A_026.png
628,0,442,107,56,111,Wagner_WWV086A_026.png
629,1,57,214,64,146,Wagner_WWV086A_026.png
630,1,204,214,64,126,Wagner_WWV086A_026.png
631,1,331,214,64,120,Wagner_WWV086A_026.png
632,1,452,214,64,103,Wagner_WWV086A_026.png
633,2,58,323,67,125,Wagner_WWV086A_026.png
634,2,184,323,67,142,Wagner_WWV086A_026.png
635,2,327,323,67,120,Wagner_WWV086A_026.png
636,2,449,323,67,108,Wagner_WWV086A_026.png
637,3,59,437,61,137,Wagner_WWV086A_026.png
638,3,197,437,61,213,Wagner_WWV086A_026.png
639,3,411,437,61,146,Wagner_WWV086A_026.png
640,4,60,551,69,145,Wagner_WWV086A_026.png
641,4,206,551,69,132,Wagner_WWV086A_026.png
642,4,339,551,69,195,Wagner_WWV086A_026.png
643,5,60,683,70,206,Wagner_WWV086A_026.png
644,5,267,683,70,166,Wagner_WWV086A_026.png
645,5,433,683,70,125,Wagner_WWV086A_026.png
646,0,54,92,70,201,Wagner_WWV086A_027.png
647,0,256,92,70,143,Wagner_WWV086A_027.png
648,0,400,92,70,155,Wagner_WWV086A_027.png
649,1,54,210,72,150,Wagner_WWV086A_027.png
650,1,205,210,72,115,Wagner_WWV086A_027.png
651,1,321,210,72,112,Wagner_WWV086A_027.png
652,1,433,210,72,122,Wagner_WWV086A_027.png
653,2,54,329,75,171,Wagner_WWV086A_027.png
654,2,226,329,75,133,Wagner_WWV086A_027.png
655,2,360,329,75,196,Wagner_WWV086A_027.png
656,3,54,451,65,175,Wagner_WWV086A_027.png
657,3,230,451,65,170,Wagner_WWV086A_027.png
658,3,401,451,65,155,Wagner_WWV086A_027.png
659,4,54,563,66,175,Wagner_WWV086A_027.png
660,4,230,563,66,152,Wagner_WWV086A_027.png
661,4,383,563,66,172,Wagner_WWV086A_027.png
662,5,54,684,62,216,Wagner_WWV086A_027.png
663,5,271,684,62,85,Wagner_WWV086A_027.png
664,5,357,684,62,103,Wagner_WWV086A_027.png
665,5,461,684,62,95,Wagner_WWV086A_027.png
666,0,46,102,69,125,Wagner_WWV086A_028.png
667,0,172,102,69,88,Wagner_WWV086A_028.png
668,0,261,102,69,91,Wagner_WWV086A_028.png
669,0,352,102,69,83,Wagner_WWV086A_028.png
670,0,437,102,69,102,Wagner_WWV086A_028.png
671,1,40,224,67,131,Wagner_WWV086A_028.png
672,1,173,224,67,172,Wagner_WWV086A_028.png
673,1,346,224,67,108,Wagner_WWV086A_028.png
674,1,455,224,67,102,Wagner_WWV086A_028.png
675,2,44,345,68,106,Wagner_WWV086A_028.png
676,2,151,345,68,76,Wagner_WWV086A_028.png
677,2,228,345,68,76,Wagner_WWV086A_028.png
678,2,305,345,68,130,Wagner_WWV086A_028.png
679,2,436,345,68,120,Wagner_WWV086A_028.png
680,3,44,470,58,139,Wagner_WWV086A_028.png
681,3,184,470,58,134,Wagner_WWV086A_028.png
682,3,319,470,58,113,Wagner_WWV086A_028.png
683,3,433,470,58,123,Wagner_WWV086A_028.png
684,4,44,589,61,124,Wagner_WWV086A_028.png
685,4,169,589,61,98,Wagner_WWV086A_028.png
686,4,268,589,61,94,Wagner_WWV086A_028.png
687,4,363,589,61,90,Wagner_WWV086A_028.png
688,4,454,589,61,101,Wagner_WWV086A_028.png
689,5,44,706,60,127,Wagner_WWV086A_028.png
690,5,172,706,60,194,Wagner_WWV086A_028.png
691,5,367,706,60,172,Wagner_WWV086A_028.png
692,0,57,95,73,247,Wagner_WWV086A_029.png
693,0,305,95,73,248,Wagner_WWV086A_029.png
694,1,57,213,60,277,Wagner_WWV086A_029.png
695,1,335,213,60,219,Wagner_WWV086A_029.png
696,2,57,339,58,142,Wagner_WWV086A_029.png
697,2,200,339,58,95,Wagner_WWV086A_029.png
698,2,296,339,58,112,Wagner_WWV086A_029.png
699,2,410,339,58,145,Wagner_WWV086A_029.png
700,3,57,451,58,120,Wagner_WWV086A_029.png
701,3,179,451,58,84,Wagner_WWV086A_029.png
702,3,264,451,58,102,Wagner_WWV086A_029.png
703,3,367,451,58,67,Wagner_WWV086A_029.png
704,3,435,451,58,103,Wagner_WWV086A_029.png
705,4,58,565,58,193,Wagner_WWV086A_029.png
706,4,252,565,58,135,Wagner_WWV086A_029.png
707,4,388,565,58,167,Wagner_WWV086A_029.png
708,5,59,677,66,183,Wagner_WWV086A_029.png
709,5,243,677,66,140,Wagner_WWV086A_029.png
710,5,384,677,66,171,Wagner_WWV086A_029.png
711,0,42,103,64,201,Wagner_WWV086A_030.png
712,0,244,103,64,163,Wagner_WWV086A_030.png
713,0,408,103,64,136,Wagner_WWV086A_030.png
714,1,44,219,71,187,Wagner_WWV086A_030.png
715,1,232,219,71,151,Wagner_WWV086A_030.png
716,1,383,219,71,161,Wagner_WWV086A_030.png
717,2,45,345,56,186,Wagner_WWV086A_030.png
718,2,233,345,56,155,Wagner_WWV086A_030.png
719,2,389,345,56,158,Wagner_WWV086A_030.png
720,3,46,451,64,201,Wagner_WWV086A_030.png
721,3,248,451,64,149,Wagner_WWV086A_030.png
722,3,398,451,64,149,Wagner_WWV086A_030.png
723,4,46,559,70,191,Wagner_WWV086A_030.png
724,4,238,559,70,151,Wagner_WWV086A_030.png
725,4,390,559,70,158,Wagner_WWV086A_030.png
726,5,48,680,68,182,Wagner_WWV086A_030.png
727,5,231,680,68,147,Wagner_WWV086A_030.png
728,5,379,680,68,170,Wagner_WWV086A_030.png
729,0,49,93,66,188,Wagner_WWV086A_031.png
730,0,238,93,66,152,Wagner_WWV086A_031.png
731,0,391,93,66,166,Wagner_WWV086A_031.png
732,1,50,211,70,188,Wagner_WWV086A_031.png
733,1,240,211,70,151,Wagner_WWV086A_031.png
734,1,392,211,70,166,Wagner_WWV086A_031.png
735,2,50,334,65,190,Wagner_WWV086A_031.png
736,2,241,334,65,160,Wagner_WWV086A_031.png
737,2,402,334,65,158,Wagner_WWV086A_031.png
738,3,52,443,62,184,Wagner_WWV086A_031.png
739,3,237,443,62,154,Wagner_WWV086A_031.png
740,3,392,443,62,168,Wagner_WWV086A_031.png
741,4,53,555,64,188,Wagner_WWV086A_031.png
742,4,243,555,64,156,Wagner_WWV086A_031.png
743,4,400,555,64,145,Wagner_WWV086A_031.png
744,5,54,690,53,282,Wagner_WWV086A_031.png
745,5,337,690,53,225,Wagner_WWV086A_031.png
746,0,34,85,57,238,Wagner_WWV086A_032.png
747,0,274,85,57,118,Wagner_WWV086A_032.png
748,0,393,85,57,134,Wagner_WWV086A_032.png
749,1,37,202,65,123,Wagner_WWV086A_032.png
750,1,161,202,65,113,Wagner_WWV086A_032.png
751,1,275,202,65,268,Wagner_WWV086A_032.png
752,2,38,317,60,268,Wagner_WWV086A_032.png
753,2,307,317,60,112,Wagner_WWV086A_032.png
754,2,420,317,60,123,Wagner_WWV086A_032.png
755,3,39,428,60,233,Wagner_WWV086A_032.png
756,3,273,428,60,203,Wagner_WWV086A_032.png
757,3,477,428,60,66,Wagner_WWV086A_032.png
758,4,36,551,63,88,Wagner_WWV086A_032.png
759,4,125,551,63,199,Wagner_WWV086A_032.png
760,4,325,551,63,216,Wagner_WWV086A_032.png
761,5,34,677,60,78,Wagner_WWV086A_032.png
762,5,113,677,60,67,Wagner_WWV086A_032.png
763,5,181,677,60,55,Wagner_WWV086A_032.png
764,5,237,677,60,70,Wagner_WWV086A_032.png
765,5,308,677,60,56,Wagner_WWV086A_032.png
766,5,365,677,60,55,Wagner_WWV086A_032.png
767,5,421,677,60,58,Wagner_WWV086A_032.png
768,5,480,677,60,57,Wagner_WWV086A_032.png
769,0,48,189,69,148,Wagner_WWV086A_033.png
770,0,197,189,69,113,Wagner_WWV086A_033.png
771,0,311,189,69,87,Wagner_WWV086A_033.png
772,0,399,189,69,169,Wagner_WWV086A_033.png
773,1,47,321,70,165,Wagner_WWV086A_033.png
774,1,213,321,70,121,Wagner_WWV086A_033.png
775,1,335,321,70,116,Wagner_WWV086A_033.png
776,1,452,321,70,114,Wagner_WWV086A_033.png
777,2,46,435,76,172,Wagner_WWV086A_033.png
778,2,219,435,76,123,Wagner_WWV086A_033.png
779,2,343,435,76,91,Wagner_WWV086A_033.png
780,2,435,435,76,131,Wagner_WWV086A_033.png
781,3,46,569,73,139,Wagner_WWV086A_033.png
782,3,186,569,73,122,Wagner_WWV086A_033.png
783,3,309,569,73,127,Wagner_WWV086A_033.png
784,3,437,569,73,127,Wagner_WWV086A_033.png
785,4,45,690,70,167,Wagner_WWV086A_033.png
786,4,213,690,70,117,Wagner_WWV086A_033.png
787,4,331,690,70,82,Wagner_WWV086A_033.png
788,4,414,690,70,134,Wagner_WWV086A_033.png
789,0,27,92,62,218,Wagner_WWV086A_034.png
790,0,246,92,62,112,Wagner_WWV086A_034.png
791,0,359,92,62,72,Wagner_WWV086A_034.png
792,0,432,92,62,104,Wagner_WWV086A_034.png
793,1,27,218,62,130,Wagner_WWV086A_034.png
794,1,158,218,62,127,Wagner_WWV086A_034.png
795,1,286,218,62,131,Wagner_WWV086A_034.png
796,1,418,218,62,118,Wagner_WWV086A_034.png
797,2,29,334,66,148,Wagner_WWV086A_034.png
798,2,178,334,66,106,Wagner_WWV086A_034.png
799,2,286,334,66,251,Wagner_WWV086A_034.png
800,3,30,453,58,173,Wagner_WWV086A_034.png
801,3,204,453,58,80,Wagner_WWV086A_034.png
802,3,285,453,58,81,Wagner_WWV086A_034.png
803,3,368,453,58,95,Wagner_WWV086A_034.png
804,3,465,453,58,73,Wagner_WWV086A_034.png
805,4,31,578,64,120,Wagner_WWV086A_034.png
806,4,152,578,64,64,Wagner_WWV086A_034.png
807,4,216,578,64,110,Wagner_WWV086A_034.png
808,4,327,578,64,105,Wagner_WWV086A_034.png
809,4,433,578,64,105,Wagner_WWV086A_034.png
810,5,32,692,65,165,Wagner_WWV086A_034.png
811,5,198,692,65,113,Wagner_WWV086A_034.png
812,5,312,692,65,112,Wagner_WWV086A_034.png
813,5,425,692,65,115,Wagner_WWV086A_034.png
814,0,57,86,71,145,Wagner_WWV086A_035.png
815,0,203,86,71,141,Wagner_WWV086A_035.png
816,0,345,86,71,100,Wagner_WWV086A_035.png
817,0,446,86,71,116,Wagner_WWV086A_035.png
818,1,57,213,70,112,Wagner_WWV086A_035.png
819,1,170,213,70,87,Wagner_WWV086A_035.png
820,1,258,213,70,88,Wagner_WWV086A_035.png
821,1,347,213,70,83,Wagner_WWV086A_035.png
822,1,431,213,70,69,Wagner_WWV086A_035.png
823,1,501,213,70,62,Wagner_WWV086A_035.png
824,2,57,337,63,135,Wagner_WWV086A_035.png
825,2,193,337,63,88,Wagner_WWV086A_035.png
826,2,282,337,63,91,Wagner_WWV086A_035.png
827,2,374,337,63,158,Wagner_WWV086A_035.png
828,3,57,464,61,124,Wagner_WWV086A_035.png
829,3,182,464,61,146,Wagner_WWV086A_035.png
830,3,329,464,61,128,Wagner_WWV086A_035.png
831,3,458,464,61,104,Wagner_WWV086A_035.png
832,4,56,573,61,130,Wagner_WWV086A_035.png
833,4,187,573,61,105,Wagner_WWV086A_035.png
834,4,293,573,61,115,Wagner_WWV086A_035.png
835,4,408,573,61,153,Wagner_WWV086A_035.png
836,5,55,692,56,158,Wagner_WWV086A_035.png
837,5,213,692,56,111,Wagner_WWV086A_035.png
838,5,326,692,56,99,Wagner_WWV086A_035.png
839,5,426,692,56,136,Wagner_WWV086A_035.png
840,0,38,107,61,106,Wagner_WWV086A_036.png
841,0,145,107,61,98,Wagner_WWV086A_036.png
842,0,244,107,61,89,Wagner_WWV086A_036.png
843,0,334,107,61,88,Wagner_WWV086A_036.png
844,0,423,107,61,123,Wagner_WWV086A_036.png
845,1,36,230,69,151,Wagner_WWV086A_036.png
846,1,188,230,69,126,Wagner_WWV086A_036.png
847,1,315,230,69,120,Wagner_WWV086A_036.png
848,1,437,230,69,111,Wagner_WWV086A_036.png
849,2,40,345,58,130,Wagner_WWV086A_036.png
850,2,172,345,58,127,Wagner_WWV086A_036.png
851,2,300,345,58,147,Wagner_WWV086A_036.png
852,2,448,345,58,102,Wagner_WWV086A_036.png
853,3,42,454,67,163,Wagner_WWV086A_036.png
854,3,207,454,67,132,Wagner_WWV086A_036.png
855,3,340,454,67,211,Wagner_WWV086A_036.png
856,4,44,568,69,168,Wagner_WWV086A_036.png
857,4,213,568,69,111,Wagner_WWV086A_036.png
858,4,325,568,69,127,Wagner_WWV086A_036.png
859,4,452,568,69,100,Wagner_WWV086A_036.png
860,5,46,700,55,108,Wagner_WWV086A_036.png
861,5,155,700,55,97,Wagner_WWV086A_036.png
862,5,253,700,55,103,Wagner_WWV086A_036.png
863,5,357,700,55,94,Wagner_WWV086A_036.png
864,5,452,700,55,93,Wagner_WWV086A_036.png
865,0,46,85,68,109,Wagner_WWV086A_037.png
866,0,156,85,68,70,Wagner_WWV086A_037.png
867,0,227,85,68,72,Wagner_WWV086A_037.png
868,0,300,85,68,87,Wagner_WWV086A_037.png
869,0,388,85,68,76,Wagner_WWV086A_037.png
870,0,465,85,68,97,Wagner_WWV086A_037.png
871,1,45,203,73,147,Wagner_WWV086A_037.png
872,1,193,203,73,124,Wagner_WWV086A_037.png
873,1,318,203,73,139,Wagner_WWV086A_037.png
874,1,458,203,73,103,Wagner_WWV086A_037.png
875,2,45,326,68,135,Wagner_WWV086A_037.png
876,2,181,326,68,118,Wagner_WWV086A_037.png
877,2,300,326,68,163,Wagner_WWV086A_037.png
878,2,464,326,68,95,Wagner_WWV086A_037.png
879,3,40,443,67,110,Wagner_WWV086A_037.png
880,3,151,443,67,109,Wagner_WWV086A_037.png
881,3,261,443,67,100,Wagner_WWV086A_037.png
882,3,362,443,67,104,Wagner_WWV086A_037.png
883,3,467,443,67,93,Wagner_WWV086A_037.png
884,4,44,563,68,116,Wagner_WWV086A_037.png
885,4,161,563,68,111,Wagner_WWV086A_037.png
886,4,273,563,68,88,Wagner_WWV086A_037.png
887,4,362,563,68,100,Wagner_WWV086A_037.png
888,4,463,563,68,95,Wagner_WWV086A_037.png
889,5,44,681,68,145,Wagner_WWV086A_037.png
890,5,190,681,68,130,Wagner_WWV086A_037.png
891,5,321,681,68,137,Wagner_WWV086A_037.png
892,5,458,681,68,99,Wagner_WWV086A_037.png
893,0,54,89,62,111,Wagner_WWV086A_038.png
894,0,166,89,62,77,Wagner_WWV086A_038.png
895,0,244,89,62,93,Wagner_WWV086A_038.png
896,0,338,89,62,92,Wagner_WWV086A_038.png
897,0,431,89,62,104,Wagner_WWV086A_038.png
898,1,53,209,62,162,Wagner_WWV086A_038.png
899,1,216,209,62,102,Wagner_WWV086A_038.png
900,1,319,209,62,133,Wagner_WWV086A_038.png
901,1,452,209,62,101,Wagner_WWV086A_038.png
902,2,53,321,60,87,Wagner_WWV086A_038.png
903,2,141,321,60,81,Wagner_WWV086A_038.png
904,2,224,321,60,78,Wagner_WWV086A_038.png
905,2,302,321,60,88,Wagner_WWV086A_038.png
906,2,392,321,60,69,Wagner_WWV086A_038.png
907,2,462,321,60,91,Wagner_WWV086A_038.png
908,3,52,444,68,76,Wagner_WWV086A_038.png
909,3,129,444,68,125,Wagner_WWV086A_038.png
910,3,255,444,68,140,Wagner_WWV086A_038.png
911,3,396,444,68,157,Wagner_WWV086A_038.png
912,4,47,565,58,179,Wagner_WWV086A_038.png
913,4,227,565,58,145,Wagner_WWV086A_038.png
914,4,373,565,58,179,Wagner_WWV086A_038.png
915,5,50,683,60,187,Wagner_WWV086A_038.png
916,5,238,683,60,148,Wagner_WWV086A_038.png
917,5,387,683,60,163,Wagner_WWV086A_038.png
918,0,54,90,66,177,Wagner_WWV086A_039.png
919,0,232,90,66,158,Wagner_WWV086A_039.png
920,0,391,90,66,173,Wagner_WWV086A_039.png
921,1,54,208,77,188,Wagner_WWV086A_039.png
922,1,244,208,77,163,Wagner_WWV086A_039.png
923,1,408,208,77,156,Wagner_WWV086A_039.png
924,2,53,325,74,195,Wagner_WWV086A_039.png
925,2,249,325,74,165,Wagner_WWV086A_039.png
926,2,415,325,74,149,Wagner_WWV086A_039.png
927,3,52,442,66,178,Wagner_WWV086A_039.png
928,3,231,442,66,140,Wagner_WWV086A_039.png
929,3,372,442,66,89,Wagner_WWV086A_039.png
930,3,462,442,66,101,Wagner_WWV086A_039.png
931,4,50,560,60,100,Wagner_WWV086A_039.png
932,4,151,560,60,73,Wagner_WWV086A_039.png
933,4,225,560,60,95,Wagner_WWV086A_039.png
934,4,322,560,60,125,Wagner_WWV086A_039.png
935,4,448,560,60,114,Wagner_WWV086A_039.png
936,5,49,680,67,213,Wagner_WWV086A_039.png
937,5,263,680,67,139,Wagner_WWV086A_039.png
938,5,402,680,67,158,Wagner_WWV086A_039.png
939,0,49,93,71,195,Wagner_WWV086A_040.png
940,0,245,93,71,128,Wagner_WWV086A_040.png
941,0,374,93,71,85,Wagner_WWV086A_040.png
942,0,460,93,71,87,Wagner_WWV086A_040.png
943,1,50,211,65,105,Wagner_WWV086A_040.png
944,1,156,211,65,73,Wagner_WWV086A_040.png
945,1,230,211,65,65,Wagner_WWV086A_040.png
946,1,296,211,65,79,Wagner_WWV086A_040.png
947,1,376,211,65,88,Wagner_WWV086A_040.png
948,1,465,211,65,83,Wagner_WWV086A_040.png
949,2,51,326,66,100,Wagner_WWV086A_040.png
950,2,152,326,66,90,Wagner_WWV086A_040.png
951,2,243,326,66,62,Wagner_WWV086A_040.png
952,2,306,326,66,90,Wagner_WWV086A_040.png
953,2,397,326,66,50,Wagner_WWV086A_040.png
954,2,448,326,66,102,Wagner_WWV086A_040.png
955,3,53,440,67,95,Wagner_WWV086A_040.png
956,3,150,440,67,58,Wagner_WWV086A_040.png
957,3,209,440,67,81,Wagner_WWV086A_040.png
958,3,292,440,67,85,Wagner_WWV086A_040.png
959,3,377,440,67,173,Wagner_WWV086A_040.png
960,4,54,556,80,188,Wagner_WWV086A_040.png
961,4,244,556,80,159,Wagner_WWV086A_040.png
962,4,404,556,80,148,Wagner_WWV086A_040.png
963,5,55,672,71,179,Wagner_WWV086A_040.png
964,5,235,672,71,161,Wagner_WWV086A_040.png
965,5,397,672,71,155,Wagner_WWV086A_040.png
966,0,54,97,73,182,Wagner_WWV086A_041.png
967,0,237,97,73,160,Wagner_WWV086A_041.png
968,0,398,97,73,165,Wagner_WWV086A_041.png
969,1,54,215,68,185,Wagner_WWV086A_041.png
970,1,240,215,68,159,Wagner_WWV086A_041.png
971,1,400,215,68,163,Wagner_WWV086A_041.png
972,2,54,335,71,179,Wagner_WWV086A_041.png
973,2,234,335,71,164,Wagner_WWV086A_041.png
974,2,399,335,71,164,Wagner_WWV086A_041.png
975,3,52,462,67,188,Wagner_WWV086A_041.png
976,3,241,462,67,159,Wagner_WWV086A_041.png
977,3,401,462,67,162,Wagner_WWV086A_041.png
978,4,52,579,59,95,Wagner_WWV086A_041.png
979,4,149,579,59,62,Wagner_WWV086A_041.png
980,4,212,579,59,84,Wagner_WWV086A_041.png
981,4,297,579,59,95,Wagner_WWV086A_041.png
982,4,393,579,59,83,Wagner_WWV086A_041.png
983,4,477,579,59,62,Wagner_WWV086A_041.png
984,5,52,697,56,169,Wagner_WWV086A_041.png
985,5,222,697,56,113,Wagner_WWV086A_041.png
986,5,336,697,56,108,Wagner_WWV086A_041.png
987,5,445,697,56,116,Wagner_WWV086A_041.png
988,0,61,108,60,131,Wagner_WWV086A_042.png
989,0,193,108,60,99,Wagner_WWV086A_042.png
990,0,293,108,60,108,Wagner_WWV086A_042.png
991,0,402,108,60,74,Wagner_WWV086A_042.png
992,0,477,108,60,81,Wagner_WWV086A_042.png
993,1,62,220,56,97,Wagner_WWV086A_042.png
994,1,160,220,56,88,Wagner_WWV086A_042.png
995,1,249,220,56,58,Wagner_WWV086A_042.png
996,1,308,220,56,121,Wagner_WWV086A_042.png
997,1,430,220,56,130,Wagner_WWV086A_042.png
998,2,59,332,60,145,Wagner_WWV086A_042.png
999,2,205,332,60,139,Wagner_WWV086A_042.png
1000,2,345,332,60,123,Wagner_WWV086A_042.png
1001,2,469,332,60,92,Wagner_WWV086A_042.png
1002,3,64,444,62,99,Wagner_WWV086A_042.png
1003,3,164,444,62,83,Wagner_WWV086A_042.png
1004,3,248,444,62,94,Wagner_WWV086A_042.png
1005,3,343,444,62,117,Wagner_WWV086A_042.png
1006,3,461,444,62,101,Wagner_WWV086A_042.png
1007,4,65,563,64,107,Wagner_WWV086A_042.png
1008,4,173,563,64,94,Wagner_WWV086A_042.png
1009,4,268,563,64,151,Wagner_WWV086A_042.png
1010,4,420,563,64,143,Wagner_WWV086A_042.png
1011,5,65,687,57,118,Wagner_WWV086A_042.png
1012,5,184,687,57,107,Wagner_WWV086A_042.png
1013,5,292,687,57,104,Wagner_WWV086A_042.png
1014,5,397,687,57,75,Wagner_WWV086A_042.png
1015,5,473,687,57,91,Wagner_WWV086A_042.png
1016,0,52,100,57,122,Wagner_WWV086A_043.png
1017,0,175,100,57,92,Wagner_WWV086A_043.png
1018,0,268,100,57,106,Wagner_WWV086A_043.png
1019,0,375,100,57,95,Wagner_WWV086A_043.png
1020,0,471,100,57,81,Wagner_WWV086A_043.png
1021,1,51,220,57,146,Wagner_WWV086A_043.png
1022,1,198,220,57,127,Wagner_WWV086A_043.png
1023,1,326,220,57,100,Wagner_WWV086A_043.png
1024,1,427,220,57,105,Wagner_WWV086A_043.png
1025,2,54,344,57,121,Wagner_WWV086A_043.png
1026,2,176,344,57,115,Wagner_WWV086A_043.png
1027,2,292,344,57,85,Wagner_WWV086A_043.png
1028,2,378,344,57,85,Wagner_WWV086A_043.png
1029,2,464,344,57,88,Wagner_WWV086A_043.png
1030,3,53,454,58,134,Wagner_WWV086A_043.png
1031,3,188,454,58,95,Wagner_WWV086A_043.png
1032,3,284,454,58,77,Wagner_WWV086A_043.png
